subject_id,scenario,task,channel,subband,mav,variance,baseline_power,task_power,erd_ers_pct,chain_ratio_mav,chain_ratio_variance,chain_sequence_mav,chain_sequence_variance,scenario_id
id30,scenario6,Thinking,C3,Mu,9.343634026,0.0003117425886,4.717813541,122.30034239999999,24923097.92,0.4771,0.4862,110110001101001101110100110011001101101100010111010001101100110100100100010011001001000110011000010110010011,110110001101001101110100110011001101101100010111010001101100110100100100010011001001000110011000010111010011,6
id30,scenario6,Thinking,C4,High_Beta,12.00125899,0.0003864076644,5.272832487,23.226980360000002,3405029.064,0.5229,0.4954,101110111010100110100010111011010101100100111001000111101111010101010000001011011100100101010011010111000101,101110111010100110100010111011010101100100101001000111101111010101010000001011011100100101010011010011000001,6
id30,scenario6,Thinking,C4,Low_Beta,14.14578929,0.000444413954,3.59025153,62.210672169999995,16327663.99,0.5046,0.5138,1001100010011001010100101110110011101001011110011001000110111011110001000001010100110000101010011101011011011,1001100010011001010100101110110011101001011110011001000110111011110001000001010100111000101010011101011011011,6
id30,scenario6,Thinking,C4,Mu,11.50860904,0.000287983964,1.943682231,106.1996497,53638380.72,0.4954,0.5138,1100110110011001010100101100110010101101110110100001010100111010110001010110011001011000101001011010011001010,1100110110011001010100101110110010101101110110100101010100111010110001010110011001011000101001011010011001010,6
id30,scenario6,Thinking,CZ,High_Beta,1.024785012,1.686978859e-06,36.56874668,57.13752336,562468.7348,0.5505,0.5596,1101110010011001110110010110010001111010010100111100101101110101010010111001011011100101101110001010111010001,1101110010011001110100010110010101111010010100111100101101110101010010111001011011100101101110001010111110001,6
id30,scenario6,Thinking,CZ,Low_Beta,0.7687142258,9.277741111e-07,27.717978050000003,51.5087305,858314.86,0.5321,0.5321,1001101110010001010100110001010110110010111001111101001101100011010011011011010100100001111001011111011001001,1001101110010001010100110001010110110010111001111100001101100011010011011011010100101001111001011111011001001,6
id30,scenario6,Thinking,CZ,Mu,0.7903205445,1.030062109e-06,48.37321517,110.89356389999999,1292457.995,0.5321,0.5321,1100101111001001101100110011010011011011100101110101010100110011001010010000011001101001100110011010111011011,1100101111101001101100100011010011011011100101110101010100110011001010010000011001101001100110011010111011011,6
id30,scenario7,Resting,C3,High_Beta,8.352795646,0.0002151694486,,,,0.493,0.493,100100110000010011011001011011000101101011010010011110101100111010101,100100100010010011011001011011001101101001010010011110101100111010101,7
id30,scenario7,Resting,C3,Low_Beta,6.195450768,0.0001175560212,,,,0.5775,0.5915,1100110101011000011011000111001001101100011110111011100011110111110011,1100111101011000011011000111001001101100011110111011100011110111110011,7
id30,scenario7,Resting,C3,Mu,4.005089563,3.490155152e-05,,,,0.5493,0.5211,10100101100011010011011001111011011111100111010010011100101110100100001,10100101100011010011011001111011001101100111010010011100101110100100001,7
id30,scenario7,Resting,C4,High_Beta,2.331783689,9.25831553e-06,,,,0.493,0.507,101100110010100011011001011011000101000101001010011110101101101010101,101100110010100011011001011011001101000101001010011110101101101010101,7
id30,scenario7,Resting,C4,Low_Beta,1.315300251,2.920582761e-06,,,,0.5915,0.5775,1001111101010100011011000111001010111100011010111011101011101111010011,1001111101010100011011000111001010101100011010111011101011101111010011,7
id30,scenario7,Resting,C4,Mu,1.249785128,2.406072617e-06,,,,0.4648,0.4507,10010101101010100001011000111001010101101011000110001100101100100110001,10010100101010100001011000111001010101101011000110001100101100100110001,7
id30,scenario7,Resting,CZ,High_Beta,13.6020799,0.0004913100443,,,,0.507,0.5352,10001101010010010101010100111011100101111100100110011110001001101000101,10001101010011010101010100111011100101111000101111011110001001101000101,7
id30,scenario7,Resting,CZ,Low_Beta,7.514977563,0.0001433120775,,,,0.5634,0.5493,10101101100010010011011100011011101111110101001010011100101101110110010,10101101100010010011011100011011101111110101001010011100001101110110010,7
id30,scenario7,Resting,CZ,Mu,10.12245051,0.000223096202,,,,0.493,0.507,10101110010010010001011100011001101110101011000010011100101101110100001,101110110010010001011100011001101110101011000010011100101101110110001,7
id30,scenario7,Thinking,C3,High_Beta,3.279096347,2.504000172e-05,0.05823881348,1.228401691,20092491.71,0.4595,0.4775,100100010110000110010111100011001010101001001010000101100000100111011011001011101110100100100100110101010101010,110100010110001110010111000011001010101001001011000100100000100111011011001011101110100100100100110111010101010,7
id30,scenario7,Thinking,C3,Low_Beta,2.237854929,9.349378302e-06,0.10945999549999999,1.6769917429999999,14320590.290000001,0.4685,0.4775,101011010010001110000111100010101110101001000110000101010000100101010110101101011010000101101100010101100110110,101011010010001110000111100010101110101001000111000101010000100101010110101101011010000101101100010101100110110,7
id30,scenario7,Thinking,C3,Mu,2.617126187,1.485926132e-05,0.16211700029999998,4.424384507,26291305.040000003,0.4685,0.4775,101001010110001100011101000011111010101011001110000011010000101101010011001011110010101100100000101010110100100,101001010110001100001101100011111010101011001110000011010000101101011011001011110010101100100000101010110100100,7
id30,scenario7,Thinking,C4,High_Beta,1.613540848,5.954112727e-06,0.03871609563,1.019579136,25334761.27,0.4775,0.4865,100100010110001110011111100100101010101010001001100100110000000111010011010011101110100110010100110101010101010,100100010110001110011111000100101010101010001001100100110000001111011011010011101110100110010100110101010101010,7
id30,scenario7,Thinking,C4,Low_Beta,1.05953001,2.482269115e-06,0.1070290035,4.590861109,41893617.25,0.4955,0.5045,101001110010011110011111100010101011101010001101000111010100011101010010101001011010000101010100010110100010110,101001110010011110011111100010101011101010001101000111010100011101010010101001011010100101010100010110100010110,7
id30,scenario7,Thinking,C4,Mu,1.197235497,3.09444218e-06,0.1653208329,6.720272219,39649881.21,0.4955,0.5135,11000110010010110010111000101111010101010011100100101010100001101010011011011111010101010010000110110110100100,11000110010010110010111100111111010101010011100100101010100001101010011011011111010101010010000110110110100100,7
id30,scenario7,Thinking,CZ,High_Beta,7.029215504,0.00012654622,1.694692487,6.11505029,2608353.926,0.5315,0.4865,100110010011011100110110110001110001101001111010010111100101100111010111100011100110101001000101110010100100110,100010010011011100110110110001110001101001111010010110100101100111010011100011100100101001000101110010100100100,7
id30,scenario7,Thinking,CZ,Low_Beta,5.623983106,6.717303675e-05,7.348977493,12.90902612,756574.4524999999,0.4595,0.4685,100011001101000100110110010010110100010011101010010111000101001101010011001011100100100101000101001010110010101,100011001101000100110110010010110101010011101010010111000101001101010011001011100100100101000101001010110010101,7
id30,scenario7,Thinking,CZ,Mu,5.615780603,6.846343808e-05,8.540562757,21.16558139,1478242.007,0.5135,0.5315,110110001011010101110011010010101100111001101010110011100100011101011011001011100100011001001101110100100100100,110110101011010101110111010010111100111001101010110010100100011101011011001011100100011001001101110100110100000,7
id30,scenario8,Resting,C3,High_Beta,12.01315429,0.0003964535596,,,,0.4857,0.4857,10000111010100101100010100110110101,10000111010100101001010100110110101,8
id30,scenario8,Resting,C3,Low_Beta,11.0351755,0.000303665335,,,,0.4857,0.4857,101111010100110101110100010010001,101111010100110101110100010010001,8
id30,scenario8,Resting,C3,Mu,12.86320003,0.0004864746948,,,,0.5143,0.5429,101011110010111100110101010010001,101011110010111100110101010011001,8
id30,scenario8,Resting,C4,High_Beta,10.13751328,0.0002783958896,,,,0.4286,0.4571,101001011101001001010100011000101,101001011101001001010100011100101,8
id30,scenario8,Resting,C4,Low_Beta,6.796216585,8.348619948e-05,,,,0.5143,0.5143,111000011101011011100100101100101,111000011101011011100100101100101,8
id30,scenario8,Resting,C4,Mu,8.717918051,0.0001380046526,,,,0.5143,0.4857,111000110101011010100011001110101,111000110101011010100010001110101,8
id30,scenario8,Resting,CZ,High_Beta,14.06832818,0.0003351321633,,,,0.4571,0.4286,1000111001010111001010100100110001,1000110101010010101010100100110001,8
id30,scenario8,Resting,CZ,Low_Beta,7.188253514,9.188049478e-05,,,,0.4857,0.4857,1100101001010010110101010110110001,1100101001010010110101010110110001,8
id30,scenario8,Resting,CZ,Mu,15.96798061,0.0004130067916,,,,0.6,0.6,10101110110010110100110110100111011,10101110110010110100110110100111011,8
id30,scenario8,Thinking,C3,High_Beta,2.390099408,8.987204548e-06,28.78430544,17.9630896,-375941.53040000005,0.5273,0.5182,11001100001101001101110111010110001110100101001110101010100101010101001101010111101011010111010110100001000101,11001100001101001101110101010110001110100101001110101010100101011101001101010111101011010100010110100001010101,8
id30,scenario8,Thinking,C3,Low_Beta,1.495099499,3.486601527e-06,53.076286870000004,31.981464109999997,-397443.45359999995,0.4818,0.5,1000100110111000010101011011001010100110101001100011101101101010101001101010010001101100111000011010101000101,1000100110111000010101011011001010100110101001100011101101101010101101111010010001101100111000011010101000101,8
id30,scenario8,Thinking,C3,Mu,1.950418249,5.948201232e-06,82.32679769999999,76.9229989,-65638.39418999999,0.5182,0.5091,1011001010110001111001000100110101110000101101101011111100101010101000101010011001011010010101011111011000101,1011001010010001111001000100110101110000101101101011111100101010101000101010011001011010010101011111011000101,8
id30,scenario8,Thinking,C4,High_Beta,7.394608766,0.0001990969658,19.31796243,11.037946810000001,-428617.44090000005,0.5273,0.5091,11001110011001101010111011010110010010011101001010011011010110011001001001001011100010110111101001011010100110,11001110001001101010111011010110010010011101001000011011010110010101001001001011101010110111101001011000100110,8
id30,scenario8,Thinking,C4,Low_Beta,5.96125513,0.0001222374344,15.349357499999998,35.19487532,1292921.7280000001,0.5455,0.5182,1000100110011001010110011011011010110110101001101011111010001010111011011000101011010110111010101100011001101,1000100110011001010110011011011010110110101000101011111010001010101011011000101011010110011010101100011001101,8
id30,scenario8,Thinking,C4,Mu,5.643448732,8.508672937e-05,24.95824335,16.794993350000002,-327076.3045,0.5182,0.5091,1011011011010001100011000100111010110010101101101010111010101101001101010100011010000100111010101101001101110,1011001011010001100011000100111010110010101101101010111010101101001101010100011010000100111010101101001101110,8
id30,scenario8,Thinking,CZ,High_Beta,18.40529325,0.0005596186629,22.486488840000003,31.01209652,379143.57099999994,0.5182,0.5091,11010110111010110111011001010101001011000111001101010011010011001100111000000100101101010110101001010011100101,11010110111010110111011001010101001011000111001101010011010011001100111000000100101001010110101001010011100101,8
id30,scenario8,Thinking,CZ,Low_Beta,11.75198934,0.000237774835,13.80120115,42.30731954,2065480.974,0.5182,0.4818,10010010110111001011011011010011010101000101101010110001100101110010101100010110001001101010111010011110010101,10000010110011001011011011011010010111000101101010110001100101010010101100110110001001100000111010011100010101,8
id30,scenario8,Thinking,CZ,Mu,14.37156603,0.0003359944085,76.89181004,59.683804439999996,-223795.0386,0.4727,0.4727,1011011010011011011001101011010100010010100101001011011000101000100010101010100100101001011010100101110010101,1011011010011011011001101011010100010010101001001011011000101000100010101010100100101001011010100101110010101,8
id30,scenario9,Resting,C3,High_Beta,10.0173733,0.0001885555559,,,,0.4286,0.4857,11010100110110000110100100100001100,11011100110110000110101010100001100,9
id30,scenario9,Resting,C3,Low_Beta,4.41623366,4.790900094e-05,,,,0.4571,0.4571,1001011100110011010110001010010100,1001011100110011010110001010010100,9
id30,scenario9,Resting,C3,Mu,5.262130608,5.518207992e-05,,,,0.4857,0.4857,10101110110100110111000110101000,10101110110100110111000110101000,9
id30,scenario9,Resting,C4,High_Beta,3.788338137,2.329334766e-05,,,,0.4857,0.4857,11010100110011001100100110100011001,11010100110011001100100110100011001,9
id30,scenario9,Resting,C4,Low_Beta,1.385208012,3.75320351e-06,,,,0.5429,0.5143,1001101100111011100100110101010101,1001100100111011100100110101010101,9
id30,scenario9,Resting,C4,Mu,1.67316057,5.224815285e-06,,,,0.4,0.4,10101001010011100100100101010001,10101001010011100100100101010001,9
id30,scenario9,Resting,CZ,High_Beta,29.43125114,0.001485910666,,,,0.4571,0.4857,10110011101010100001101011010100,10110010101011100101101011010100,9
id30,scenario9,Resting,CZ,Low_Beta,14.59315816,0.0003448861086,,,,0.4286,0.4286,1001110101100010101000100100010101,1001110101100010101000100100010101,9
id30,scenario9,Resting,CZ,Mu,18.91732541,0.0005176012298,,,,0.4857,0.4286,10101100101111000110011010010100100,101100100111000110011010010100100,9
id30,scenario9,Thinking,C3,High_Beta,8.712735989,0.0001662244655,13.187725140000001,49.18682352,2729742.846,0.5159,0.5,11011101001001011001011101001101100101100011011010100110011111000001101001101001010100100101110111010100110011110100001000111,11011101001001011001010101001101100101101011011010100100011111000001101001101001010100100001110111010100110011110100001000111,9
id30,scenario9,Thinking,C3,Low_Beta,4.728103946,6.12867344e-05,12.293725320000002,88.04883339999999,6162095.384000001,0.5079,0.5159,101101001010010101001011000110011100000111101010001100110011010110010110100110011110101010011100111001100110101010010010010111,101101001010010101101011000110011100010111101010001100110011010110010110100110011110101010010100111001100110101010010010010111,9
id30,scenario9,Thinking,C3,Mu,5.407535681,5.669515243e-05,13.64738049,88.4241337,5479201.9059999995,0.5238,0.5159,110100101000101100010110101001011010110100111110010111100010110010011111001010001111001110100110011011000101011010011010001011,110100101000101100010110101001011010110100111110000110100010110010011111001010001111001110100110011011010101011010011010001011,9
id30,scenario9,Thinking,C4,High_Beta,3.593887108,2.834396412e-05,1.593528834,37.43043542,22489022.99,0.5,0.5159,11011001101001001001100101001100100100100011110010101010011100111000111010100101100101010011111010011100110101010110010000111,11010001101001001001100101001100100100100011110010101010011110111000111011100101100101010011111110011100110101010110010000111,9
id30,scenario9,Thinking,C4,Low_Beta,2.06371861,1.23055716e-05,0.9040588236,64.11311403,69916971.72,0.5159,0.5238,101100101010010101011101100110010110001100011010001111110011100110011110001100011111001100011010010101001011000111010001010011,101100101010010101011111100110010110001010011010001111110011100110011110001100011111001100011010010101001011000111010001010011,9
id30,scenario9,Thinking,C4,Mu,2.490530089,1.946681195e-05,0.9109110305,58.86032498,63616985.65,0.5317,0.5317,111000011001101100001110001001011110110100111110000111010011010111011101000100111110100100101011010011011100010010110011101010,111000011001101100001110001001011110110100111110000111010011010111011101000100111110100100101011010011011100010010110011101010,9
id30,scenario9,Thinking,CZ,High_Beta,21.53951306,0.0009659814473,102.2787575,42.03292722,-589035.6098,0.5317,0.5159,100111001101001100001101011101110101001100111000010101110100111100110111010001011010010100111011001101100010100110101011010101,100110001101001100001100011101110101010100111001010101110100101100100111011001011010010100111001001101100010100110101011010111,9
id30,scenario9,Thinking,CZ,Low_Beta,13.66872587,0.0003507300923,58.06430705,63.72209873,97440.09654999999,0.4921,0.5,100111001010000101001110100101010100110100110010011010110111010100110101101000011011010100110010101101000101001110110111000100,100111001010000101001110100101010100110100110010011010110111010100110101101000011001010100110010101101010101101110110111000100,9
id30,scenario9,Thinking,CZ,Mu,14.70898671,0.0004140097513,89.19846727999999,93.61429766,49505.675599999995,0.4683,0.4841,110100101100011101001100101000100101011100011010010110101101010000000101011100110100110100110010101101110001001101000011000011,110100101100011101001100111000100101001100011010010110101101010000100101011100110110110100110010101101110001001101000011000011,9
id31,scenario1,Resting,C3,High_Beta,5.809644327,8.318434163e-05,,,,0.5536,0.5714,11111101100100011110110010001010010110011011001100110011,11011101100100011100110010011010010110011011101100111011,1
id31,scenario1,Resting,C3,Low_Beta,5.548178554,6.091456128e-05,,,,0.4821,0.5,1101100100101100110010101001001100100101010111001010101,1101100100101100110010101011001100100101010111001010101,1
id31,scenario1,Resting,C3,Mu,6.061928425,8.85349434e-05,,,,0.5,0.4821,101101101100101010001010011101010101101000100101110011,101101101100101010001010011101010101101000100100110011,1
id31,scenario1,Resting,C4,High_Beta,7.1063932,8.978835677e-05,,,,0.4821,0.5179,110111010000001110101111001100100010011100100101010011,110111010001001110101011001100101010011100100101110011,1
id31,scenario1,Resting,C4,Low_Beta,7.36914686,0.0001078988814,,,,0.5,0.5179,111001101101010110110101010001110001010110100101010001,111001101101010110110101010001110011010110100101010001,1
id31,scenario1,Resting,C4,Mu,4.286661177,2.710823328e-05,,,,0.4286,0.4464,10110001100111100010010010001000100011001010100100110011,10110001100111100010010010001100100011001010100100110011,1
id31,scenario1,Resting,CZ,High_Beta,7.27663304,9.672013243e-05,,,,0.4464,0.5,1110101000100011011001100010001001000110010100101110101,11110101000100011011001100011001001010110010100101110101,1
id31,scenario1,Resting,CZ,Low_Beta,3.590398122,2.102087954e-05,,,,0.5536,0.5536,1100010101100101110011101011001001010011000110111110111,1100010101100101110011101011001001010011000110111110111,1
id31,scenario1,Resting,CZ,Mu,5.450160444,6.501749988e-05,,,,0.5357,0.5357,1101010101010100111001100101101100110111010010101110001,101110101010100111001101001101100110111010010101110001,1
id31,scenario1,Thinking,C3,High_Beta,4.487522442,5.348316518e-05,14.29564155,17.85631338,249073.9441,0.4643,0.5179,1001011110010001111010100010000111000111001110000100101,1001011111010001111010100011000111000111001110001100101,1
id31,scenario1,Thinking,C3,Low_Beta,3.579270144,3.476184538e-05,28.5052467,12.742226,-552986.6436,0.5179,0.4821,1010010101100001101000110101110110011011001101100110110,1010010101100001101000110101010110010011001101100110110,1
id31,scenario1,Thinking,C3,Mu,3.566372455,2.934776192e-05,34.88737632,34.79136301,-2752.093123,0.5536,0.5714,1110110101000001111101101010100110011010101101010110101,1110110101000001111101101010110110011010101101010110101,1
id31,scenario1,Thinking,C4,High_Beta,5.026836195,4.51310397e-05,16.495356310000002,16.76151268,16135.23011,0.4643,0.4643,11001011100010101011011101011000110010010010011000100100,11001011100010101011011101011000110010010010011000100100,1
id31,scenario1,Thinking,C4,Low_Beta,3.515259403,2.476543819e-05,15.20681733,29.15347312,917131.8022,0.4464,0.4464,1010101000010101101100000110110010110110101101000100001,1010101010010101101101000110010010110110101001000100001,1
id31,scenario1,Thinking,C4,Mu,4.298256659,3.359364193e-05,17.01154022,26.512651360000003,558509.7533999999,0.4643,0.4821,1010010110010111110101000110100100110010100101000100101,1011010110010111110101000110100100110010100101000100101,1
id31,scenario1,Thinking,CZ,High_Beta,4.98564113,4.993006969e-05,21.907127759999998,23.98325479,94769.47667999999,0.4821,0.5,1001011100010101110011100101100111000011110100100100001,1001011110010101110011100101100111000011110100100100001,1
id31,scenario1,Thinking,CZ,Low_Beta,2.610475866,1.253447083e-05,17.430601449999997,23.39223737,342021.2401,0.4643,0.5179,1010010100000101111000100100010110101011101001100110011,1010110100000101111000100100110110101011101001100110111,1
id31,scenario1,Thinking,CZ,Mu,3.962290738,3.513892765e-05,20.80867832,25.27316509,214549.2714,0.5179,0.5179,1100010100101111011011001100110110100010101001011100101,1100010100101111011011001100110110100010101001011100101,1
id31,scenario2,Resting,C3,High_Beta,20.57821139,0.0006859569915,,,,0.5094,0.5283,10111000011100100100110001100110010111000111011011010,10101010011100100100110001100110010111100111011011010,2
id31,scenario2,Resting,C3,Low_Beta,13.38249893,0.0002628789953,,,,0.434,0.434,10101010011100101000011001010011000010100111010100100,10101010011100101000011001010011000010100111010100100,2
id31,scenario2,Resting,C3,Mu,14.933418,0.0003533709809,,,,0.4717,0.4906,101100011110100110010101100010010011100101000110110,101100011110100110010101100010010011110101000110110,2
id31,scenario2,Resting,C4,High_Beta,19.1483745,0.0005376632262,,,,0.5283,0.4906,100100011110100110110001100110010111010111011100110,100100011010100110110001000110010111010111011100110,2
id31,scenario2,Resting,C4,Low_Beta,13.0218086,0.0002810255149,,,,0.5094,0.4906,110100011110001110111011010110010010010101011010010,110100011110001110011011010110010010010101011010010,2
id31,scenario2,Resting,C4,Mu,14.92325287,0.0004489479252,,,,0.4906,0.4717,10101010011011000110011001001010010110100110011011010,10101010011011000110011001001010010110100110011010010,2
id31,scenario2,Resting,CZ,High_Beta,8.884790467,0.0001259583267,,,,0.4717,0.4717,10001000011010100100111001100110010110010111101010010,10001000011010100100111001100110010110010111101010010,2
id31,scenario2,Resting,CZ,Low_Beta,7.174741286,8.035994012e-05,,,,0.5849,0.5849,11011100011010101100111101100010110011010110111101010,11011100011010101100111101100010110011010110111101010,2
id31,scenario2,Resting,CZ,Mu,7.917601978,8.865279431e-05,,,,0.4906,0.4906,1101001011010010110010101110010101010010110110000110,1101001011010010110010101110010101010010110110000110,2
id31,scenario2,Thinking,C3,High_Beta,12.97615788,0.0003353261489,10.68792118,3.916158643,-633590.2393,0.4182,0.4182,101000001101100101100000110101100001000101110011000101,101000001101100100100000110101101001000101110011000101,2
id31,scenario2,Thinking,C3,Low_Beta,7.773194091,0.0001131229661,12.10135851,4.613628687,-618751.1772,0.4909,0.5273,100001010101110101100100101101101001010011010011010110,100101010101110101100100101101101001010011010011010111,2
id31,scenario2,Thinking,C3,Mu,8.211462582,0.0001454454167,34.86603805,11.241819360000001,-677571.0693000001,0.4909,0.4909,1100010100101010101110010011101101001100100111010100100,1100010100101010101110010011101101001000110111010100100,2
id31,scenario2,Thinking,C4,High_Beta,15.59181816,0.0005201391606,17.70687209,9.210515882,-479833.82759999996,0.4545,0.4727,1100100000011010001111011100110001001001101010010100101,1100100000011010001111011000111001001001101010010101101,2
id31,scenario2,Thinking,C4,Low_Beta,9.59500624,0.0001912407676,12.95706858,5.826509708000001,-550321.9210000001,0.4909,0.4727,11100010011110100110011010110001011011010011010100100,11100010011110100110011010110001011011000011010100100,2
id31,scenario2,Thinking,C4,Mu,9.07004389,0.0001790431489,15.279644809999999,10.79527731,-293486.371,0.5091,0.4909,1111010000111110000111001101010001001010010110111000110,1011010000111110000111001101010001001010010110111000110,2
id31,scenario2,Thinking,CZ,High_Beta,12.12269451,0.0002517647423,9.925494960000002,4.845121887,-511850.8542,0.4182,0.4909,1010001000011101001000000110010011001101001011001100101,1010001000011101001000001111011011001101001111011000101,2
id31,scenario2,Thinking,CZ,Low_Beta,7.903397505,0.0001192950421,8.667358313,4.658557321,-462517.0493,0.4909,0.4909,10100100101100101010101010101001011011010110111010001,10100100101100101010101010101001011011010110111010001,2
id31,scenario2,Thinking,CZ,Mu,7.767493328,0.0001070796732,7.341862735,4.880991518,-335183.4958,0.4364,0.4727,1101000010101011001001000111101001001001000101000110110,1101000010101011011001000111101001001001010101000110110,2
id31,scenario3,Resting,C3,High_Beta,11.56211533,0.0002269484862,,,,0.4706,0.4902,101010000100110101010010011100110010101001011011010,101011000100110101010010011100110010101001011011010,3
id31,scenario3,Resting,C3,Low_Beta,9.551102369,0.0001596773823,,,,0.5098,0.5098,110001100110111010010011100110111001001011011010,110001100110111010010011100110111001001011011010,3
id31,scenario3,Resting,C3,Mu,10.11669485,0.0001864528619,,,,0.549,0.5882,110011001000111001010101011100101011011001011011011,110111001000111001010011011110101011011001011011011,3
id31,scenario3,Resting,C4,High_Beta,15.21905152,0.0004614561337,,,,0.4706,0.4706,101011010010111011010010011010101000100100001011001,1011010010111011010010011010101000100101001011001,3
id31,scenario3,Resting,C4,Low_Beta,8.402281466,0.000132856596,,,,0.5882,0.5686,10110011110110100101011011010100100111101011011110,10110011110110100101010011010100100111101011011110,3
id31,scenario3,Resting,C4,Mu,8.596004553,0.0001266949146,,,,0.4314,0.4706,11011010111001010010011000100010110011001011000,11011010111001010010011100100010110011001011010,3
id31,scenario3,Resting,CZ,High_Beta,16.73228691,0.0004759962767,,,,0.4706,0.4706,100000010101011001110010011010100101111010010010011,100000010101011001110010011010101001111010010010011,3
id31,scenario3,Resting,CZ,Low_Beta,9.248410431,0.0002007376061,,,,0.4902,0.5098,100100011001011100010111011010100101011010010011001,100100011001011100010111011010100101111010010011001,3
id31,scenario3,Resting,CZ,Mu,9.340129304,0.0001689264131,,,,0.4902,0.5098,10001010101011001100011011000110010101010101011011,10001010101011001100011011001110010101010101011011,3
id31,scenario3,Thinking,C3,High_Beta,17.20126191,0.0005880119044,19.86204905,45.830956070000006,1307463.6430000002,0.4737,0.5088,10011010011001011001110100101001001100101011100100110001,10111010011001011001110110001001001100101111100100110001,3
id31,scenario3,Thinking,C3,Low_Beta,13.44563562,0.0003343095116,17.35081769,50.14832835,1890257.3499999999,0.4211,0.4386,10001001011000101001110011010101001010100010010010100101,10001001011000101001110011010101001010100010010110100101,3
id31,scenario3,Thinking,C3,Mu,13.651977,0.0003390120892,32.223486820000005,64.75193213,1009463.857,0.5088,0.4912,11010101010100011001100101010101101110001101000011110101,10010101010100011001100101010101101110001101000011110101,3
id31,scenario3,Thinking,C4,High_Beta,17.41275241,0.000489329558,28.684197119999997,18.09828945,-369050.1647,0.4912,0.5439,10101100101100111101001110011001010100010010101000111100,10101101101100110101001110011001010101011010101000111110,3
id31,scenario3,Thinking,C4,Low_Beta,9.097842332,0.0001280499315,22.87932884,35.211617520000004,539014.4423999999,0.4561,0.4912,10010100100110101001010111010101010110101000101000110100,10010100100110101001010111010111010110101000101001110100,3
id31,scenario3,Thinking,C4,Mu,10.08528928,0.0001598501763,36.13847531,41.18212189,139564.4543,0.4737,0.4737,10011000100100011001100111100100011100011010101001100111,10011000100100011001100111100100011100011010101001100111,3
id31,scenario3,Thinking,CZ,High_Beta,17.20461328,0.0006799861651,0.8748500571,6.532724097,6467250.009000001,0.5263,0.5263,10110011000011011001011011101001010111010011100110101010,10110011000011011001011011101001010111010011100110101010,3
id31,scenario3,Thinking,CZ,Low_Beta,7.90850859,0.0001311650978,0.9327054988000001,7.011669409,6517559.849,0.4737,0.4561,10110010101010111001010001101000010111010001110010100110,10110010101010111001010001101000010111010001100010100110,3
id31,scenario3,Thinking,CZ,Mu,7.396395659,0.0001010389179,1.544079473,16.96508413,9987183.255,0.5439,0.5614,10110010101011011101001101101100110011000001100111110110,10110010101011011101001101101100110011000001110111110110,3
id31,scenario4,Resting,C3,High_Beta,10.50975364,0.0002086652326,,,,0.4694,0.5102,100110001100001101010101111001100110100110010010,100110001100001101010101111001100110100110110011,4
id31,scenario4,Resting,C3,Low_Beta,9.516214804,0.0001549812504,,,,0.4694,0.4694,100101001100001111000101011001101010100101011010,100101001100001111000101011001101010100101011010,4
id31,scenario4,Resting,C3,Mu,16.29237121,0.0004385203567,,,,0.4898,0.5102,110111001100001110000101001001001110100101011101,110111001100001110000101001001001111100101011101,4
id31,scenario4,Resting,C4,High_Beta,15.43461377,0.0004761916833,,,,0.4694,0.449,10110101010001001101001100010000010110111011101,10110101010001001101001000010000010110111011101,4
id31,scenario4,Resting,C4,Low_Beta,6.278298971,6.525729075e-05,,,,0.5306,0.5306,111100101110001101101010100110010010110110101010,111100101110001101101010100110010010110110101010,4
id31,scenario4,Resting,C4,Mu,13.95409573,0.0003564074163,,,,0.5102,0.5102,1010101001110001101101011100010100010010101101101,1010101001110001101101011100010100010010101101101,4
id31,scenario4,Resting,CZ,High_Beta,7.916189005,0.0001319872688,,,,0.4694,0.4898,100100000101001110100101110110001110110011010100,100100000101001110100101110110001110110011010110,4
id31,scenario4,Resting,CZ,Low_Beta,6.21520493,9.346067716e-05,,,,0.449,0.4286,1110000101001100100101110110001010111010000101,1110000101001100100100110110001010111010000101,4
id31,scenario4,Resting,CZ,Mu,7.15844245,0.0001196039399,,,,0.4694,0.4898,1000110000101001100100111110110000010110011001101,1100110000101001100100111110110000110010011001101,4
id31,scenario4,Thinking,C3,High_Beta,13.73675986,0.0003692460319,51.924069610000004,26.688218029999998,-486014.5163,0.5303,0.5152,1001010100100011110010010101111011110110111110010011001001101010,1001010100100011110010010101111011110110111110000011001010101010,4
id31,scenario4,Thinking,C3,Low_Beta,9.594893814,0.0002006387173,23.98279866,42.99199325,792617.8616,0.5152,0.5152,111010110010100110101001101000011010110100011010000101011101101011,111010110010100110101001101000011010110100011010000011011101101011,4
id31,scenario4,Thinking,C3,Mu,12.93340886,0.0002947302461,67.08190621,50.08442355,-253384.014,0.5303,0.5152,1001111010100010101001101000111110110110011100101011101100101010,1001111010100010101001101000111110110110011100100011101100101010,4
id31,scenario4,Thinking,C4,High_Beta,8.557459866,0.0001737981498,30.573099860000003,5.709241638,-813259.3141,0.5152,0.5303,110001010010100101110011010101110010100110101010100101010010111011,110001010010100101110011010101110010110110101010100101010010111011,4
id31,scenario4,Thinking,C4,Low_Beta,6.419598465,8.758790235e-05,58.145213319999996,9.184448105000001,-842042.9201,0.5152,0.5303,101001010110101010000111010100111000110110101100110110110000111010,101001010110101010000111010100111000110110101100110110110001111010,4
